,#term ID,term description,observed gene count,background gene count,strength,false discovery rate,matching proteins in your network (IDs),matching proteins in your network (labels)
70,GO:0009987,Cellular process,207,14826,0.06,0.0026,"9606.ENSP00000004531,9606.ENSP00000014914,9606.ENSP00000070846,9606.ENSP00000075120,9606.ENSP00000180173,9606.ENSP00000199389,9606.ENSP00000215957,9606.ENSP00000217131,9606.ENSP00000220325,9606.ENSP00000222002,9606.ENSP00000222399,9606.ENSP00000225929,9606.ENSP00000225964,9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000239243,9606.ENSP00000247225,9606.ENSP00000249014,9606.ENSP00000254436,9606.ENSP00000254508,9606.ENSP00000256015,9606.ENSP00000256194,9606.ENSP00000257552,9606.ENSP00000257566,9606.ENSP00000260356,9606.ENSP00000260526,9606.ENSP00000261461,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264059,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000265978,9606.ENSP00000267842,9606.ENSP00000268053,9606.ENSP00000270112,9606.ENSP00000274341,9606.ENSP00000275493,9606.ENSP00000278840,9606.ENSP00000279022,9606.ENSP00000279488,9606.ENSP00000288955,9606.ENSP00000295006,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000297258,9606.ENSP00000297689,9606.ENSP00000299339,9606.ENSP00000299505,9606.ENSP00000300060,9606.ENSP00000300245,9606.ENSP00000301336,9606.ENSP00000301653,9606.ENSP00000303192,9606.ENSP00000304032,9606.ENSP00000304078,9606.ENSP00000304895,9606.ENSP00000306285,9606.ENSP00000307900,9606.ENSP00000308122,9606.ENSP00000311291,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000316905,9606.ENSP00000320084,9606.ENSP00000320378,9606.ENSP00000320688,9606.ENSP00000321346,9606.ENSP00000322229,9606.ENSP00000322373,9606.ENSP00000324693,9606.ENSP00000325526,9606.ENSP00000327145,9606.ENSP00000329219,9606.ENSP00000329243,9606.ENSP00000332118,9606.ENSP00000332511,9606.ENSP00000334008,9606.ENSP00000336127,9606.ENSP00000336923,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000343129,9606.ENSP00000346206,9606.ENSP00000346809,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000348931,9606.ENSP00000349351,9606.ENSP00000351338,9606.ENSP00000351602,9606.ENSP00000351742,9606.ENSP00000352208,9606.ENSP00000352513,9606.ENSP00000353007,9606.ENSP00000354826,9606.ENSP00000355124,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000356465,9606.ENSP00000356468,9606.ENSP00000356515,9606.ENSP00000356581,9606.ENSP00000357131,9606.ENSP00000357425,9606.ENSP00000358413,9606.ENSP00000358421,9606.ENSP00000358547,9606.ENSP00000358765,9606.ENSP00000360108,9606.ENSP00000360316,9606.ENSP00000362924,9606.ENSP00000363117,9606.ENSP00000363255,9606.ENSP00000363377,9606.ENSP00000363827,9606.ENSP00000364032,9606.ENSP00000364526,9606.ENSP00000365413,9606.ENSP00000365643,9606.ENSP00000365682,9606.ENSP00000366070,9606.ENSP00000366109,9606.ENSP00000366299,9606.ENSP00000367817,9606.ENSP00000367991,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000369681,9606.ENSP00000370408,9606.ENSP00000370671,9606.ENSP00000373489,9606.ENSP00000373937,9606.ENSP00000373964,9606.ENSP00000374309,9606.ENSP00000374377,9606.ENSP00000374490,9606.ENSP00000375066,9606.ENSP00000376293,9606.ENSP00000376330,9606.ENSP00000376333,9606.ENSP00000376678,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000381382,9606.ENSP00000381549,9606.ENSP00000383053,9606.ENSP00000383115,9606.ENSP00000385478,9606.ENSP00000385616,9606.ENSP00000385727,9606.ENSP00000385746,9606.ENSP00000386096,9606.ENSP00000386456,9606.ENSP00000386881,9606.ENSP00000389326,9606.ENSP00000392028,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000402760,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000420267,9606.ENSP00000422176,9606.ENSP00000423563,9606.ENSP00000424544,9606.ENSP00000425556,9606.ENSP00000425824,9606.ENSP00000427123,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000432568,9606.ENSP00000435585,9606.ENSP00000436714,9606.ENSP00000439689,9606.ENSP00000440273,9606.ENSP00000445122,9606.ENSP00000449404,9606.ENSP00000449960,9606.ENSP00000451261,9606.ENSP00000452280,9606.ENSP00000455215,9606.ENSP00000455507,9606.ENSP00000463978,9606.ENSP00000478061,9606.ENSP00000478305,9606.ENSP00000478927,9606.ENSP00000479526,9606.ENSP00000480221,9606.ENSP00000482760,9606.ENSP00000484398,9606.ENSP00000486285,9606.ENSP00000486891,9606.ENSP00000487363,9606.ENSP00000491257,9606.ENSP00000492233,9606.ENSP00000493716,9606.ENSP00000495564,9606.ENSP00000496438,9606.ENSP00000497112,9606.ENSP00000497351,9606.ENSP00000498246,9606.ENSP00000499251,9606.ENSP00000501092","SLC7A2,GPRC5A,PKP2,SLC2A3,MTMR7,EIF2AK1,MICALL1,CTSZ,EHD4,SULT2A1,LAMB1,HSD17B1,COL1A1,HAND1,HES1,HOXB7,MSX2,SGPP1,CDC42EP1,TRIM21,NUP210,BTG1,MICAL2,MSI1,TBX3,THBS1,ARHGAP29,PPP2R5A,SEMA7A,SLC9A3R1,EFHD1,TP63,CDK6,FAM160A2,SLC27A2,CYP11A1,HUNK,HAPLN1,EGFR,FADS2,MYL9,DUSP6,GRHL3,CAPN2,HPGD,ITGA2,TNFRSF21,FABP5,NFIL3,CLDN10,KIAA0355,ANPEP,AKTIP,RILP,KRT16,RGL1,STARD5,FAM83B,IRS1,TPD52L1,GLUL,ATP6V0A4,SLCO2A1,PPP2R1B,DAB2,BIN1,SFXN1,CD276,SLC7A8,SLC25A36,TTLL11,FADS1,PLEKHF2,GRHL1,WNT11,FLNC,FMNL1,KRT7,EPHB3,OLFML1,PARVA,TTC7B,ARHGAP10,PTN,PTGES,TRIM29,TAP1,PGAP1,ANO1,SHTN1,FABP7,BICD2,PLXNB1,FUT4,TFEB,MYOF,MPZL1,SULF2,CALD1,KRT19,TGM2,NENF,RAB32,IVNS1ABP,UTRN,ADGRG6,ARHGAP18,SMPDL3A,ZDHHC6,HSD3B1,MPP1,TPBG,DNAJC6,DHCR24,GSN,FGR,RGS3,FOXO4,HSPG2,TAP2,JCAD,SLC28A3,DOCK9,TLE1,RILPL1,ANXA1,SLC25A39,PODXL,SEPTIN8,GATA3,AGRN,USP3,CDX2,KLHL42,KRT18,PRTG,SMTNL2,LAMA1,RFLNA,DNAH17,HCAR2,OSBPL6,WIPF1,LLGL2,TAGLN,NR2F2,NFATC2,TCF4,FRMD4B,EPHB2,COLEC12,CRPPA,SUN2,MAST4,SMS,MYO18B,AAK1,DYSF,ACE2,CHD7,TNIK,ERN1,SLC22A5,ACVR1,ADAM9,NR6A1,CAST,MACROH2A1,TUSC3,PALLD,CAMK2D,RAI14,CEBPA,LYN,SPTBN2,EPS8L2,HCAR3,TRERF1,SH2B2,HSD3B2,KRT8,CALCOCO1,UBE2J1,PTGR2,ADGRG1,OBSCN,SLC16A3,MARCKS,SMOX,YAP1,DPF3,ANXA8L1,PCSK6,SMTN,FARP1,TCF7L2,HAVCR1,FIGNL2,PIGN,EFNB2,GRHL2,S1PR2,HOXA13,GAN,ABCG2,NUAK2,TFAP2A"
71,GO:0048518,Positive regulation of biological process,107,6207,0.15,0.0027,"9606.ENSP00000014914,9606.ENSP00000070846,9606.ENSP00000220325,9606.ENSP00000222399,9606.ENSP00000225964,9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000239243,9606.ENSP00000243056,9606.ENSP00000249014,9606.ENSP00000254436,9606.ENSP00000256015,9606.ENSP00000256194,9606.ENSP00000257566,9606.ENSP00000260356,9606.ENSP00000261461,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000275493,9606.ENSP00000279488,9606.ENSP00000288955,9606.ENSP00000295006,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000297258,9606.ENSP00000297689,9606.ENSP00000300245,9606.ENSP00000301336,9606.ENSP00000304895,9606.ENSP00000306285,9606.ENSP00000307900,9606.ENSP00000311344,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000320084,9606.ENSP00000324693,9606.ENSP00000325526,9606.ENSP00000328004,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000346809,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000351602,9606.ENSP00000351742,9606.ENSP00000353007,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000356515,9606.ENSP00000358413,9606.ENSP00000358765,9606.ENSP00000359668,9606.ENSP00000362924,9606.ENSP00000363117,9606.ENSP00000363377,9606.ENSP00000364032,9606.ENSP00000364526,9606.ENSP00000365682,9606.ENSP00000366109,9606.ENSP00000367263,9606.ENSP00000367817,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000370408,9606.ENSP00000373964,9606.ENSP00000374309,9606.ENSP00000375066,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000381382,9606.ENSP00000381588,9606.ENSP00000383053,9606.ENSP00000385616,9606.ENSP00000386456,9606.ENSP00000389326,9606.ENSP00000392028,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000402760,9606.ENSP00000405004,9606.ENSP00000419235,9606.ENSP00000419446,9606.ENSP00000420267,9606.ENSP00000423563,9606.ENSP00000425824,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000435585,9606.ENSP00000439689,9606.ENSP00000440273,9606.ENSP00000449960,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000479526,9606.ENSP00000486891,9606.ENSP00000487363,9606.ENSP00000493716,9606.ENSP00000495564,9606.ENSP00000496438,9606.ENSP00000497112,9606.ENSP00000501092","GPRC5A,PKP2,EHD4,LAMB1,COL1A1,HAND1,HES1,HOXB7,MSX2,HOXC13,CDC42EP1,TRIM21,BTG1,MICAL2,TBX3,THBS1,PPP2R5A,SEMA7A,SLC9A3R1,TP63,CDK6,EGFR,DUSP6,GRHL3,CAPN2,HPGD,ITGA2,TNFRSF21,FABP5,NFIL3,AKTIP,RILP,IRS1,TPD52L1,GLUL,PPP2R1B,DAB2,BIN1,CD276,GRHL1,WNT11,YAF2,EPHB3,PTN,PTGES,PGAP1,ANO1,SHTN1,PLXNB1,FUT4,TFEB,SULF2,TGM2,NENF,UTRN,ZDHHC6,TPBG,VGLL1,GSN,FGR,FOXO4,TAP2,JCAD,TLE1,ANXA1,AHNAK,PODXL,GATA3,AGRN,CDX2,SMTNL2,LAMA1,HCAR2,NR2F2,NFATC2,TCF4,TMPRSS2,EPHB2,SUN2,AAK1,ACE2,CHD7,TNIK,ERN1,SLC22A5,ACVR1,TCAF1,ADAM9,NR6A1,MACROH2A1,CAMK2D,CEBPA,LYN,EPS8L2,TRERF1,SH2B2,CALCOCO1,ADGRG1,YAP1,DPF3,TCF7L2,HAVCR1,EFNB2,GRHL2,S1PR2,HOXA13,TFAP2A"
72,GO:0007166,Cell surface receptor signaling pathway,47,2040,0.28,0.003,"9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000247225,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000275493,9606.ENSP00000288955,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000304078,9606.ENSP00000304895,9606.ENSP00000313391,9606.ENSP00000320084,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000352513,9606.ENSP00000353007,9606.ENSP00000355124,9606.ENSP00000356581,9606.ENSP00000363117,9606.ENSP00000363377,9606.ENSP00000365682,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000373489,9606.ENSP00000374309,9606.ENSP00000379330,9606.ENSP00000383053,9606.ENSP00000399511,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000440273,9606.ENSP00000449960,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000496438","COL1A1,HES1,MSX2,SGPP1,SEMA7A,SLC9A3R1,TP63,CDK6,EGFR,GRHL3,HPGD,ITGA2,TNFRSF21,FAM83B,IRS1,DAB2,CD276,WNT11,EPHB3,PTN,SHTN1,PLXNB1,MPZL1,SULF2,KRT19,ADGRG6,FGR,FOXO4,TLE1,ANXA1,GATA3,KRT18,LAMA1,NFATC2,EPHB2,TNIK,ACVR1,ADAM9,CEBPA,LYN,SH2B2,CALCOCO1,ADGRG1,YAP1,TCF7L2,EFNB2,S1PR2"
73,GO:0010942,Positive regulation of cell death,21,590,0.47,0.0031,"9606.ENSP00000239243,9606.ENSP00000256015,9606.ENSP00000260356,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000279488,9606.ENSP00000295006,9606.ENSP00000296522,9606.ENSP00000306285,9606.ENSP00000311344,9606.ENSP00000316779,9606.ENSP00000325526,9606.ENSP00000355330,9606.ENSP00000362924,9606.ENSP00000366109,9606.ENSP00000375066,9606.ENSP00000425824,9606.ENSP00000428924,9606.ENSP00000493716,9606.ENSP00000497112,9606.ENSP00000501092","MSX2,BTG1,THBS1,SLC9A3R1,TP63,DUSP6,CAPN2,HPGD,TPD52L1,PPP2R1B,BIN1,WNT11,TGM2,GSN,ANXA1,HCAR2,CAMK2D,LYN,EFNB2,HOXA13,TFAP2A"
74,GO:0001890,Placenta development,10,149,0.74,0.0043,"9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000275493,9606.ENSP00000341170,9606.ENSP00000351742,9606.ENSP00000355124,9606.ENSP00000370408,9606.ENSP00000377721,9606.ENSP00000427514,9606.ENSP00000495564","HAND1,HES1,EGFR,PTN,TFEB,KRT19,CDX2,NR2F2,CEBPA,GRHL2"
75,GO:0016192,Vesicle-mediated transport,34,1298,0.33,0.0045,"9606.ENSP00000199389,9606.ENSP00000215957,9606.ENSP00000220325,9606.ENSP00000260356,9606.ENSP00000265978,9606.ENSP00000275493,9606.ENSP00000300245,9606.ENSP00000301336,9606.ENSP00000301904,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000322373,9606.ENSP00000346809,9606.ENSP00000349351,9606.ENSP00000355330,9606.ENSP00000356465,9606.ENSP00000360108,9606.ENSP00000362924,9606.ENSP00000363117,9606.ENSP00000363827,9606.ENSP00000366109,9606.ENSP00000370408,9606.ENSP00000373489,9606.ENSP00000376333,9606.ENSP00000381588,9606.ENSP00000383053,9606.ENSP00000383115,9606.ENSP00000386456,9606.ENSP00000386881,9606.ENSP00000389326,9606.ENSP00000428924,9606.ENSP00000432568,9606.ENSP00000480221,9606.ENSP00000487363","EIF2AK1,MICALL1,EHD4,THBS1,FAM160A2,EGFR,AKTIP,RILP,SCARA3,DAB2,BIN1,PLEKHF2,PGAP1,BICD2,TGM2,RAB32,DNAJC6,GSN,FGR,HSPG2,ANXA1,CDX2,KRT18,LLGL2,TMPRSS2,EPHB2,COLEC12,AAK1,DYSF,ACE2,LYN,SPTBN2,ANXA8L1,HAVCR1"
76,GO:0001655,Urogenital system development,15,347,0.55,0.0062,"9606.ENSP00000232424,9606.ENSP00000264731,9606.ENSP00000296522,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000353007,9606.ENSP00000366109,9606.ENSP00000367817,9606.ENSP00000368632,9606.ENSP00000383053,9606.ENSP00000405004,9606.ENSP00000464162,9606.ENSP00000493716,9606.ENSP00000497112,9606.ENSP00000501092","HES1,TP63,HPGD,WNT11,EPHB3,SULF2,ANXA1,PODXL,GATA3,EPHB2,ACVR1,GREB1L,EFNB2,HOXA13,TFAP2A"
77,GO:0031175,Neuron projection development,22,674,0.43,0.0065,"9606.ENSP00000215957,9606.ENSP00000222399,9606.ENSP00000232424,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264059,9606.ENSP00000296861,9606.ENSP00000332118,9606.ENSP00000341170,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000358765,9606.ENSP00000368632,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000383053,9606.ENSP00000385478,9606.ENSP00000399511,9606.ENSP00000425556,9606.ENSP00000428924,9606.ENSP00000486285,9606.ENSP00000493716","MICALL1,LAMB1,HES1,SEMA7A,SLC9A3R1,EFHD1,TNFRSF21,EPHB3,PTN,SHTN1,PLXNB1,TPBG,GATA3,PRTG,LAMA1,EPHB2,CRPPA,TNIK,PALLD,LYN,FARP1,EFNB2"
78,GO:0001701,In utero embryonic development,16,393,0.53,0.0067,"9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000257566,9606.ENSP00000275493,9606.ENSP00000295006,9606.ENSP00000351742,9606.ENSP00000355124,9606.ENSP00000368632,9606.ENSP00000370408,9606.ENSP00000377721,9606.ENSP00000386096,9606.ENSP00000392028,9606.ENSP00000405004,9606.ENSP00000427514,9606.ENSP00000478927,9606.ENSP00000495564","HAND1,HES1,TBX3,EGFR,CAPN2,TFEB,KRT19,GATA3,CDX2,NR2F2,MYO18B,CHD7,ACVR1,CEBPA,YAP1,GRHL2"
79,GO:0042692,Muscle cell differentiation,13,269,0.6,0.0068,"9606.ENSP00000232424,9606.ENSP00000257566,9606.ENSP00000279022,9606.ENSP00000295006,9606.ENSP00000316779,9606.ENSP00000327145,9606.ENSP00000352208,9606.ENSP00000355124,9606.ENSP00000379330,9606.ENSP00000386096,9606.ENSP00000386881,9606.ENSP00000405004,9606.ENSP00000455507","HES1,TBX3,MYL9,CAPN2,BIN1,FLNC,MYOF,KRT19,NFATC2,MYO18B,DYSF,ACVR1,OBSCN"
80,GO:0050896,Response to stimulus,126,7835,0.12,0.0068,"9606.ENSP00000014914,9606.ENSP00000199389,9606.ENSP00000220325,9606.ENSP00000222002,9606.ENSP00000225929,9606.ENSP00000225964,9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000247225,9606.ENSP00000249014,9606.ENSP00000254436,9606.ENSP00000257552,9606.ENSP00000257566,9606.ENSP00000260356,9606.ENSP00000260526,9606.ENSP00000261461,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000265734,9606.ENSP00000268053,9606.ENSP00000270112,9606.ENSP00000275493,9606.ENSP00000279022,9606.ENSP00000279488,9606.ENSP00000288955,9606.ENSP00000295006,9606.ENSP00000296522,9606.ENSP00000296585,9606.ENSP00000296861,9606.ENSP00000297689,9606.ENSP00000299505,9606.ENSP00000300060,9606.ENSP00000301653,9606.ENSP00000301904,9606.ENSP00000303192,9606.ENSP00000304078,9606.ENSP00000304895,9606.ENSP00000307900,9606.ENSP00000313391,9606.ENSP00000320084,9606.ENSP00000320378,9606.ENSP00000322229,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000332511,9606.ENSP00000334008,9606.ENSP00000336923,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000343129,9606.ENSP00000346206,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000351338,9606.ENSP00000351602,9606.ENSP00000351742,9606.ENSP00000352208,9606.ENSP00000352513,9606.ENSP00000353007,9606.ENSP00000355124,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000356465,9606.ENSP00000356468,9606.ENSP00000356581,9606.ENSP00000357131,9606.ENSP00000357695,9606.ENSP00000358421,9606.ENSP00000358547,9606.ENSP00000358765,9606.ENSP00000360316,9606.ENSP00000362924,9606.ENSP00000363117,9606.ENSP00000363255,9606.ENSP00000363377,9606.ENSP00000363827,9606.ENSP00000364032,9606.ENSP00000365643,9606.ENSP00000365682,9606.ENSP00000366109,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000369681,9606.ENSP00000373489,9606.ENSP00000373937,9606.ENSP00000374309,9606.ENSP00000375066,9606.ENSP00000376330,9606.ENSP00000377721,9606.ENSP00000379330,9606.ENSP00000383053,9606.ENSP00000383115,9606.ENSP00000385478,9606.ENSP00000385727,9606.ENSP00000386881,9606.ENSP00000392028,9606.ENSP00000399511,9606.ENSP00000401445,9606.ENSP00000402760,9606.ENSP00000405004,9606.ENSP00000419446,9606.ENSP00000420267,9606.ENSP00000425556,9606.ENSP00000425824,9606.ENSP00000427123,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000435585,9606.ENSP00000436714,9606.ENSP00000439689,9606.ENSP00000440273,9606.ENSP00000445122,9606.ENSP00000449960,9606.ENSP00000451261,9606.ENSP00000455215,9606.ENSP00000478061,9606.ENSP00000478305,9606.ENSP00000478927,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000496438,9606.ENSP00000497112,9606.ENSP00000498246,9606.ENSP00000499251,9606.ENSP00000501092","GPRC5A,EIF2AK1,EHD4,SULT2A1,HSD17B1,COL1A1,HES1,MSX2,SGPP1,CDC42EP1,TRIM21,MSI1,TBX3,THBS1,ARHGAP29,PPP2R5A,SEMA7A,SLC9A3R1,TP63,CDK6,CYP11A1,HUNK,EGFR,MYL9,DUSP6,GRHL3,CAPN2,HPGD,ITGA2,TNFRSF21,NFIL3,KIAA0355,ANPEP,KRT16,SCARA3,RGL1,FAM83B,IRS1,GLUL,DAB2,CD276,SLC7A8,FADS1,WNT11,EPHB3,OLFML1,PARVA,ARHGAP10,PTN,PTGES,TRIM29,TAP1,ANO1,SHTN1,PLXNB1,FUT4,TFEB,MYOF,MPZL1,SULF2,KRT19,TGM2,NENF,RAB32,IVNS1ABP,ADGRG6,ARHGAP18,S100A16,HSD3B1,MPP1,TPBG,DHCR24,GSN,FGR,RGS3,FOXO4,HSPG2,TAP2,DOCK9,TLE1,ANXA1,GATA3,AGRN,USP3,KRT18,PRTG,LAMA1,HCAR2,WIPF1,NR2F2,NFATC2,EPHB2,COLEC12,CRPPA,MAST4,DYSF,CHD7,TNIK,ERN1,SLC22A5,ACVR1,ADAM9,NR6A1,PALLD,CAMK2D,RAI14,CEBPA,LYN,EPS8L2,HCAR3,TRERF1,SH2B2,HSD3B2,CALCOCO1,UBE2J1,ADGRG1,MARCKS,SMOX,YAP1,TCF7L2,EFNB2,S1PR2,HOXA13,ABCG2,NUAK2,TFAP2A"
81,GO:0048806,Genitalia development,6,47,1.02,0.007,"9606.ENSP00000257566,9606.ENSP00000264731,9606.ENSP00000360316,9606.ENSP00000392028,9606.ENSP00000464162,9606.ENSP00000497112","TBX3,TP63,DHCR24,CHD7,GREB1L,HOXA13"
82,GO:0065008,Regulation of biological quality,70,3654,0.2,0.0073,"9606.ENSP00000070846,9606.ENSP00000160373,9606.ENSP00000199389,9606.ENSP00000217131,9606.ENSP00000222002,9606.ENSP00000225929,9606.ENSP00000249014,9606.ENSP00000254436,9606.ENSP00000257566,9606.ENSP00000260356,9606.ENSP00000261918,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000268053,9606.ENSP00000279022,9606.ENSP00000288955,9606.ENSP00000296585,9606.ENSP00000297258,9606.ENSP00000300060,9606.ENSP00000301336,9606.ENSP00000301653,9606.ENSP00000304895,9606.ENSP00000307900,9606.ENSP00000308122,9606.ENSP00000313391,9606.ENSP00000316779,9606.ENSP00000316905,9606.ENSP00000320378,9606.ENSP00000320688,9606.ENSP00000324693,9606.ENSP00000332118,9606.ENSP00000334008,9606.ENSP00000341170,9606.ENSP00000342385,9606.ENSP00000347454,9606.ENSP00000347532,9606.ENSP00000355330,9606.ENSP00000355955,9606.ENSP00000357131,9606.ENSP00000358421,9606.ENSP00000358765,9606.ENSP00000362924,9606.ENSP00000366109,9606.ENSP00000367991,9606.ENSP00000368632,9606.ENSP00000368678,9606.ENSP00000369681,9606.ENSP00000373964,9606.ENSP00000375066,9606.ENSP00000377721,9606.ENSP00000383053,9606.ENSP00000386456,9606.ENSP00000389326,9606.ENSP00000392028,9606.ENSP00000401445,9606.ENSP00000402760,9606.ENSP00000425824,9606.ENSP00000427514,9606.ENSP00000428924,9606.ENSP00000432568,9606.ENSP00000440273,9606.ENSP00000445122,9606.ENSP00000455215,9606.ENSP00000478927,9606.ENSP00000482760,9606.ENSP00000486285,9606.ENSP00000486891,9606.ENSP00000493716,9606.ENSP00000496438,9606.ENSP00000497112","PKP2,CTTNBP2,EIF2AK1,CTSZ,SULT2A1,HSD17B1,CDC42EP1,TRIM21,TBX3,THBS1,SEMA7A,SLC9A3R1,TP63,CYP11A1,MYL9,GRHL3,ITGA2,FABP5,ANPEP,RILP,KRT16,IRS1,GLUL,ATP6V0A4,DAB2,BIN1,SFXN1,SLC7A8,SLC25A36,GRHL1,EPHB3,PARVA,PTN,PTGES,ANO1,SHTN1,TGM2,NENF,ARHGAP18,HSD3B1,TPBG,GSN,ANXA1,SEPTIN8,GATA3,AGRN,USP3,SMTNL2,HCAR2,NR2F2,EPHB2,AAK1,ACE2,CHD7,ERN1,SLC22A5,CAMK2D,CEBPA,LYN,SPTBN2,SH2B2,HSD3B2,ADGRG1,YAP1,PCSK6,FARP1,TCF7L2,EFNB2,S1PR2,HOXA13"
83,GO:0030857,Negative regulation of epithelial cell differentiation,6,48,1.01,0.0076,"9606.ENSP00000232424,9606.ENSP00000239243,9606.ENSP00000257566,9606.ENSP00000264731,9606.ENSP00000478927,9606.ENSP00000495564","HES1,MSX2,TBX3,TP63,YAP1,GRHL2"
84,GO:0003013,Circulatory system process,18,493,0.48,0.0081,"9606.ENSP00000004531,9606.ENSP00000070846,9606.ENSP00000075120,9606.ENSP00000217131,9606.ENSP00000262613,9606.ENSP00000297258,9606.ENSP00000300060,9606.ENSP00000320378,9606.ENSP00000352208,9606.ENSP00000362924,9606.ENSP00000373964,9606.ENSP00000377721,9606.ENSP00000389326,9606.ENSP00000392028,9606.ENSP00000402760,9606.ENSP00000425824,9606.ENSP00000478927,9606.ENSP00000498246","SLC7A2,PKP2,SLC2A3,CTSZ,SLC9A3R1,FABP5,ANPEP,SLC7A8,MYOF,GSN,SMTNL2,NR2F2,ACE2,CHD7,SLC22A5,CAMK2D,YAP1,ABCG2"
85,GO:0048565,Digestive tract development,9,131,0.75,0.0082,"9606.ENSP00000232424,9606.ENSP00000264731,9606.ENSP00000275493,9606.ENSP00000325526,9606.ENSP00000332118,9606.ENSP00000370408,9606.ENSP00000405577,9606.ENSP00000478927,9606.ENSP00000497112","HES1,TP63,EGFR,WNT11,EPHB3,CDX2,CLMP,YAP1,HOXA13"
86,GO:0048598,Embryonic morphogenesis,20,590,0.45,0.0082,"9606.ENSP00000222399,9606.ENSP00000231121,9606.ENSP00000232424,9606.ENSP00000239165,9606.ENSP00000239243,9606.ENSP00000256194,9606.ENSP00000257566,9606.ENSP00000262613,9606.ENSP00000264731,9606.ENSP00000288955,9606.ENSP00000296585,9606.ENSP00000325526,9606.ENSP00000368632,9606.ENSP00000383053,9606.ENSP00000392028,9606.ENSP00000405004,9606.ENSP00000478927,9606.ENSP00000495564,9606.ENSP00000497112,9606.ENSP00000501092","LAMB1,HAND1,HES1,HOXB7,MSX2,MICAL2,TBX3,SLC9A3R1,TP63,GRHL3,ITGA2,WNT11,GATA3,EPHB2,CHD7,ACVR1,YAP1,GRHL2,HOXA13,TFAP2A"
